Jun 09 22:25:46.367 [info] circuit_build_times_set_timeout(): Based on 1000 circuit times, it looks like we don't need to wait so long for circuits to finish. We will now assume a circuit is too slow to use after waiting 3776 milliseconds.
Jun 09 22:25:46.367 [info] circuit_build_times_set_timeout(): Circuit timeout data: 3775.792295ms, 74077.655817ms, Xm: 763, a: 1.006460, r: 0.357000
Jun 09 22:25:48.907 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3774ms (3773.856346ms, 73969.028936ms, Xm: 763, a: 1.006783, r: 0.357000) based on 1000 circuit times
Jun 09 22:25:49.023 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3769ms (3768.610496ms, 74036.019897ms, Xm: 761, a: 1.006007, r: 0.357000) based on 1000 circuit times
Jun 09 22:25:49.089 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3765ms (3765.344906ms, 73852.600742ms, Xm: 761, a: 1.006552, r: 0.357000) based on 1000 circuit times
Jun 09 22:25:49.322 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3750ms (3750.447090ms, 72841.316382ms, Xm: 762, a: 1.009885, r: 0.357000) based on 1000 circuit times
Jun 09 22:25:49.430 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3752ms (3752.134160ms, 72935.111712ms, Xm: 762, a: 1.009600, r: 0.357000) based on 1000 circuit times
Jun 09 22:25:49.504 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3749ms (3748.797542ms, 72749.683111ms, Xm: 762, a: 1.010164, r: 0.357000) based on 1000 circuit times
Jun 09 22:25:49.899 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3746ms (3745.822685ms, 72231.336966ms, Xm: 764, a: 1.012334, r: 0.357000) based on 1000 circuit times
Jun 09 22:25:51.615 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3747ms (3746.988820ms, 72472.164520ms, Xm: 763, a: 1.011303, r: 0.357000) based on 1000 circuit times
Jun 09 22:25:52.210 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3754ms (3753.874906ms, 72853.911235ms, Xm: 763, a: 1.010138, r: 0.358000) based on 1000 circuit times
Jun 09 22:25:54.642 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3754ms (3753.874906ms, 72853.911235ms, Xm: 763, a: 1.010138, r: 0.358000) based on 1000 circuit times
Jun 09 22:25:55.279 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3753ms (3752.605009ms, 72783.413320ms, Xm: 763, a: 1.010352, r: 0.358000) based on 1000 circuit times
Jun 09 22:25:56.843 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3747ms (3746.535897ms, 72447.101357ms, Xm: 763, a: 1.011380, r: 0.358000) based on 1000 circuit times
Jun 09 22:25:59.637 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3750ms (3749.601669ms, 72616.860453ms, Xm: 763, a: 1.010860, r: 0.359000) based on 1000 circuit times
Jun 09 22:26:00.445 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3750ms (3749.601669ms, 72616.860453ms, Xm: 763, a: 1.010860, r: 0.359000) based on 1000 circuit times
Jun 09 22:26:01.091 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3748ms (3748.497281ms, 72555.678095ms, Xm: 763, a: 1.011047, r: 0.359000) based on 1000 circuit times
Jun 09 22:26:02.814 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3747ms (3746.581735ms, 72626.711850ms, Xm: 762, a: 1.010539, r: 0.359000) based on 1000 circuit times
Jun 09 22:26:03.707 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3748ms (3747.554930ms, 72680.704838ms, Xm: 762, a: 1.010374, r: 0.359000) based on 1000 circuit times
Jun 09 22:26:14.830 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 3746ms (3746.387089ms, 72438.868077ms, Xm: 763, a: 1.011405, r: 0.359000) based on 1000 circuit times
