Jun 06 13:57:01.427 [info] circuit_build_times_set_timeout(): Based on 1000 circuit times, it looks like we don't need to wait so long for circuits to finish. We will now assume a circuit is too slow to use after waiting 2972 milliseconds.
Jun 06 13:57:01.427 [info] circuit_build_times_set_timeout(): Circuit timeout data: 2972.046292ms, 60000.000000ms, Xm: 681, a: 1.092297, r: 0.245000
Jun 06 13:57:04.179 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2973ms (2972.692689ms, 60000.000000ms, Xm: 681, a: 1.092136, r: 0.245000) based on 1000 circuit times
Jun 06 13:57:04.270 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2974ms (2973.706800ms, 60000.000000ms, Xm: 681, a: 1.091883, r: 0.245000) based on 1000 circuit times
Jun 06 13:57:04.511 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2973ms (2972.984777ms, 60000.000000ms, Xm: 681, a: 1.092063, r: 0.245000) based on 1000 circuit times
Jun 06 13:57:04.628 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2972ms (2971.537120ms, 60000.000000ms, Xm: 681, a: 1.092424, r: 0.245000) based on 1000 circuit times
Jun 06 13:57:36.992 [info] circuit_build_times_set_timeout(): Based on 1000 circuit times, it looks like we don't need to wait so long for circuits to finish. We will now assume a circuit is too slow to use after waiting 2972 milliseconds.
Jun 06 13:57:36.992 [info] circuit_build_times_set_timeout(): Circuit timeout data: 2971.536676ms, 60000.000000ms, Xm: 681, a: 1.092424, r: 0.245000
Jun 06 13:57:39.668 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2973ms (2972.555420ms, 60000.000000ms, Xm: 680, a: 1.091082, r: 0.245000) based on 1000 circuit times
Jun 06 13:57:40.454 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2963ms (2963.151769ms, 60000.000000ms, Xm: 680, a: 1.093431, r: 0.244000) based on 1000 circuit times
Jun 06 13:57:40.565 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2961ms (2961.101413ms, 60000.000000ms, Xm: 680, a: 1.093945, r: 0.244000) based on 1000 circuit times
Jun 06 13:57:40.926 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2959ms (2958.999897ms, 60000.000000ms, Xm: 680, a: 1.094473, r: 0.244000) based on 1000 circuit times
Jun 06 13:57:42.868 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2962ms (2961.595987ms, 60000.000000ms, Xm: 680, a: 1.093821, r: 0.244000) based on 1000 circuit times
Jun 06 13:57:43.162 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2986ms (2985.923960ms, 60000.000000ms, Xm: 664, a: 1.070545, r: 0.242000) based on 1000 circuit times
Jun 06 13:57:43.225 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2981ms (2980.738970ms, 60000.000000ms, Xm: 664, a: 1.071784, r: 0.242000) based on 1000 circuit times
Jun 06 13:57:43.521 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2982ms (2981.995277ms, 60000.000000ms, Xm: 664, a: 1.071483, r: 0.242000) based on 1000 circuit times
Jun 06 13:57:43.521 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2975ms (2975.454131ms, 60000.000000ms, Xm: 664, a: 1.073052, r: 0.241000) based on 1000 circuit times
Jun 06 13:57:44.753 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2981ms (2981.254311ms, 60000.000000ms, Xm: 664, a: 1.071660, r: 0.242000) based on 1000 circuit times
Jun 06 13:57:44.814 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2982ms (2981.500236ms, 60000.000000ms, Xm: 664, a: 1.071601, r: 0.242000) based on 1000 circuit times
Jun 06 13:57:45.122 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2983ms (2982.935221ms, 60000.000000ms, Xm: 664, a: 1.071258, r: 0.242000) based on 1000 circuit times
Jun 06 13:57:45.245 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2992ms (2992.058084ms, 60000.000000ms, Xm: 664, a: 1.069085, r: 0.243000) based on 1000 circuit times
Jun 06 13:57:45.587 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2965ms (2964.555697ms, 60000.000000ms, Xm: 676, a: 1.088716, r: 0.244000) based on 1000 circuit times
Jun 06 13:57:47.125 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2964ms (2963.642327ms, 60000.000000ms, Xm: 675, a: 1.087854, r: 0.244000) based on 1000 circuit times
Jun 06 13:57:49.076 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2963ms (2963.360992ms, 60000.000000ms, Xm: 675, a: 1.087924, r: 0.244000) based on 1000 circuit times
Jun 06 13:57:49.370 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2974ms (2973.890297ms, 60000.000000ms, Xm: 675, a: 1.085321, r: 0.245000) based on 1000 circuit times
Jun 06 13:57:51.230 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2983ms (2982.704132ms, 60000.000000ms, Xm: 675, a: 1.083160, r: 0.244000) based on 1000 circuit times
Jun 06 13:57:51.478 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2975ms (2975.356126ms, 60000.000000ms, Xm: 675, a: 1.084961, r: 0.243000) based on 1000 circuit times
Jun 06 13:57:52.331 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2958ms (2958.423078ms, 60000.000000ms, Xm: 687, a: 1.102296, r: 0.245000) based on 1000 circuit times
Jun 06 13:57:54.349 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2964ms (2963.581936ms, 60000.000000ms, Xm: 687, a: 1.100983, r: 0.246000) based on 1000 circuit times
Jun 06 13:58:02.141 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2956ms (2956.004412ms, 60000.000000ms, Xm: 687, a: 1.102914, r: 0.245000) based on 1000 circuit times
Jun 06 13:58:02.687 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2954ms (2954.346049ms, 60000.000000ms, Xm: 687, a: 1.103338, r: 0.246000) based on 1000 circuit times
Jun 06 13:58:08.637 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2946ms (2946.319265ms, 60000.000000ms, Xm: 687, a: 1.105400, r: 0.246000) based on 1000 circuit times
Jun 06 13:58:11.496 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2936ms (2936.411853ms, 60000.000000ms, Xm: 687, a: 1.107963, r: 0.247000) based on 1000 circuit times
Jun 06 13:58:12.375 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2928ms (2927.525329ms, 60000.000000ms, Xm: 689, a: 1.112511, r: 0.247000) based on 1000 circuit times
Jun 06 13:58:17.970 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2931ms (2930.530054ms, 60000.000000ms, Xm: 689, a: 1.111723, r: 0.248000) based on 1000 circuit times
Jun 06 13:58:19.319 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2936ms (2935.609893ms, 60000.000000ms, Xm: 689, a: 1.110394, r: 0.249000) based on 1000 circuit times
Jun 06 13:58:20.132 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2930ms (2929.544693ms, 60000.000000ms, Xm: 689, a: 1.111981, r: 0.249000) based on 1000 circuit times
Jun 06 13:58:22.204 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2943ms (2943.190935ms, 60000.000000ms, Xm: 689, a: 1.108422, r: 0.250000) based on 1000 circuit times
Jun 06 13:58:23.334 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2953ms (2952.866656ms, 60000.000000ms, Xm: 689, a: 1.105922, r: 0.249000) based on 1000 circuit times
Jun 06 13:58:25.604 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2963ms (2962.813985ms, 60000.000000ms, Xm: 689, a: 1.103372, r: 0.248000) based on 1000 circuit times
Jun 06 13:58:28.575 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2968ms (2968.183863ms, 60000.000000ms, Xm: 689, a: 1.102004, r: 0.249000) based on 1000 circuit times
Jun 06 13:58:29.603 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2976ms (2976.278544ms, 60000.000000ms, Xm: 689, a: 1.099953, r: 0.248000) based on 1000 circuit times
Jun 06 13:58:33.254 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2978ms (2977.677939ms, 60000.000000ms, Xm: 689, a: 1.099600, r: 0.248000) based on 1000 circuit times
